COD_CURSO;CURSO;CURRICULO;COD_DISCIPLINA;DISCIPLINA;TIPO
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105026;ESTRUTURA E FUNC DO ENS FUND E MEDIO;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105101;ETNOBOTANICA;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105002;EVOLUCAO;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105006;FÍSICA PARA CIÊNCIAS BIOLÓGICAS;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105049;FISIOLOGIA ANIMAL COMPARADA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4102159;FISIOLOGIA VEGETAL;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105005;FLORA LOCAL;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105009;FUNDAMENTOS DE GEOLOGIA E PEDOLOGIA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105020;GENETICA BASICA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105048;GENETICA DO PROC EVOL E DA CONSERV BIOLO;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105022;GENETICA MOLECULAR;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105082;HERPETOLOGIA;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105028;HIST E EMB ANIM.COM ENF NOS VERTEBRADOS;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105001;",HISTÓRIA,, FILOSOFIA E METOD. DA CIÊNCIA,";Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105102;ICTIOLOGIA;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105060;IMUNOLOGIA;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105052;INSTRUMENTACAO PARA O ENS DE BIOLOGIA;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105038;INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105100;LINGUA BRASILEIRA DE SINAIS;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105012;MATEMÁTICA APLICADA À BIOLOGIA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105011;MEIO AMBIENTE FÍSICO E ECOSSISTEMAS;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105037;METODOL E PRAT DO ENS DE CIEN E BIOLOGIA;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105013;MICROBIOLOGIA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105014;MORFOLOGIA E ANATOMIA VEGETAL;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105080;ORNITOLOGIA;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105030;PALEONT. PALEOECOLOGIA E HIST DA TERRA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105051;PARASITOLOGIA;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105090;PEDAGOGIA DE PROJETOS;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4102088;PRATICA DESPORTIVA;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105068;PROGRAMA DE SAUDE;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105103;PROJETO DE PESQUISA;Optativa
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105007;PSICOLOGIA DA EDUCAÇÃO;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105015;QUÍMICA GERAL E ORGÂNICA;Complementar
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105003;SISTEMÁTICA E BIOGEOGRAFIA;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105004;SOCIOLOGIA E ANTROPOLOGIA DA EDUCAÇÃO;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105010;TEC.DE COLETA E PREP.DE MATER. ZOOLOGICO;Obrigatoria
41201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2010;4105070;TRABALHO DE CONC DE CURSO-TCC(MONOGRAFIA;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101190;ANATOMIA COMPARADA DOS VERTEBRADOS;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101042;ANATOMIA HUMANA BASICA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101166;ATIVIVIDADES COMPLEMENTARES FLEXIVEIS;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101052;AVALIAÇÃO E APRENDIZAGEM;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101046;BIOESTATISTICA;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101001;BIOLOGIA CELULAR;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101105;BIOLOGIA E ECOLOGIA DA MEIOFAUNA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101205;BIOLOGIA GERAL;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101182;BIOLOGIA MARINHA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101038;BIOQUÍMICA GERAL;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101004;BOTANICA CRIPTOGAMICA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101136;BOTANICA ECONOMICA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101212;CURRICULO EDUCACIONAL;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101137;ECOLOGIA DA POLINIZAÇÃO E DISPERSÃO;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101100;ECOLOGIA DE ECOSSISTEMAS AQUATICOS;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101131;ECOLOGIA DE ECOSSISTEMAS TERRESTRES;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101084;ECOLOGIA GERAL;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101169;ECOTURISMO;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101206;EDUCAÇÃO AMBIENTAL;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101035;EMBRIOLOGIA E HISTOLOGIA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101211;ENSINO INCLUSO;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101174;ENTOMOLOGA GERAL;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101135;ESTAGIO SUPERV EM ENSINO DE BIOLOGIA I;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101145;ESTAGIO SUPERV EM ENSINO DE BIOLOGIA II;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101165;ESTAGIO SUPERV EM ENSINO DE BIOLOGIA III;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101213;ETICA E DIVERSIDADE;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101104;ETOLOGIA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101041;FILOSOFIA E SOCIOLOGIA DA EDUCAÇÃO;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101045;FÍSICA E BIOFÍSICA;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101087;FISIOLOGIA ANIMAL COMPARADA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101085;FISIOLOGIA VEGETAL;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101194;FUNDAMENTOS DE AQUICULTURA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101191;FUNDAMENTOS DE ETNOECOLOGIA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101193;FUNDAMENTOS DE LIMNOLOGIA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101005;FUNDAMENTOS DE QUÍMICA;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101132;GENETICA DE POPULACOES E EVOLUCAO;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101101;GENETICA GERAL;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101133;GEOLOGIA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101179;GERENCIAMENTO DE RESIDUOS;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101021;INFORMÁTICA APLICADA AO ENSINO;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101015;INGLES INSTRUMENTAL;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101103;INSTRUMENTACAO NO ENSINO DE C BIOLOGICAS;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101033;LEGISLAÇÃO DA EDUCAÇÃO BÁSICA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101148;LINGUA BRASILEIRA DE SINAIS;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101006;LINGUA PORTUGUESA;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101039;MATEMÁTICA BÁSICA;Complementar
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101147;MET. CIENTÍFICA PARA O ENS. DA BIOLOGIA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101192;MICOLOGIA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101102;MICROBIOLOGIA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101036;MORFOLOGIA E ANATOMIA VEGETAL;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101146;PALEONTOLOGIA;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5102156;PARASITOLOGIA;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101054;PLANEJAMENTO EM EDUCAÇÃO;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101207;POLÍTICA E EDUCAÇÃO;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101002;PRATICA EM ENSINO DE C. BIOLOGICAS I;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101040;PRATICA EM ENSINO DE C. BIOLOGICAS II;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101047;PRATICA EM ENSINO DE C. BIOLOGICAS III;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101088;PRATICA EM ENSINO DE C. BIOLOGICAS IV;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101009;PRINCIPIOS DE SEGURANCA EM LABORATÓRIOS;Optativa
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101016;PSICOLOGIA E EDUCAÇÃO;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101134;RECURSOS TEC PARA O ENS DE C BIOLOGICAS;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101043;SISTEMÁTICA DE FANERÓGAMAS;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101164;TRABALHO DE CONCLUSÃO DE CURSO;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101044;ZOOLOGIA DOS CORDADOS I;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101086;ZOOLOGIA DOS CORDADOS II;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101003;ZOOLOGIA DOS INVERTEBRADOS I;Obrigatoria
51201110;CIÊNCIAS BIOLÓGICAS (LIC) - D;2008;5101037;ZOOLOGIA DOS INVERTEBRADOS II;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102300;ANATOMIA E MORFOLOGIA VEGETAL;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105126;ANATOMIA HUMANA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105030;BIOESTATISTICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105025;BIOFÍSICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102363;BIOGEOGRAFIA;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105122;BIOLOGIA CELULAR;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102349;BIOLOGIA DA CONSERVAÇÃO;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102331;BIOLOGIA FLORAL;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2106016;BIOQUÍMICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102307;BOTANICA CRIPTOGAMICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2103227;DIDATICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102302;ECOLOGIA DE COMUNIDADES;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102309;ECOLOGIA GERAL;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102335;EDUCAÇÃO AMBIENTAL;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2103267;EDUCAÇÃO ETNICORRACIAL E DIVERSIDADE;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105123;EMBRIOLOGIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102334;ENTOMOLOGIA GERAL;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102304;ESTAGIO SUPERVISIONADO I;Complementar
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102330;ESTAGIO SUPERVISIONADO II;Complementar
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102338;ESTAGIO SUPERVISIONADO III;Complementar
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102360;ESTAGIO SUPERVISIONADO IV;Complementar
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102303;EVOLUCAO BIOLOGICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102250;FÍSICA PARA CIÊNCIAS BIOLÓGICAS;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105138;FISIOLOGIA HUMANA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102336;FISIOLOGIA VEGETAL;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102350;FLORA REGIONAL;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102351;FUNDAMENTOS DE BIOLOGIA MOLECULAR;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102249;FUNDAMENTOS DE QUÍMICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105019;GENETICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2101109;GEOLOGIA GERAL;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105125;HISTOLOGIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102332;IMUNOLOGIA BASICA;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102333;INTERACAO PLANTA-ANIMAL;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102246;INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2101108;INTRODUÇÃO À FILOSOFIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2101107;INTRODUCAO A SOCIOLOGIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2104012;LINGUA BRASILEIRA DE SINAIS;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2104001;LINGUA INGLESA INSTRUMENTAL;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2104017;LINGUA PORTUGUESA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102271;MATEMÁTICA BÁSICA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102329;MEIO AMBIENTE E SOCIEDADE;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102306;METOD E INST NO ENS DE C. E BIOLOGIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102259;METODOLOGIA CIENCTIFICA APLIC A BIOLOGIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2105152;MICROBIOLOGIA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102364;PALEONTOLOGIA;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2106021;PARASITOLOGIA;Optativa
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2103266;POLITICA EDUCACIONAL;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102337;PROJETO DE PESQUISA;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2103265;PSICOLOGIA DA EDUCAÇÃO;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102327;SISTEMATICA DE FANEROGAMAS;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102359;TRABALHO DE CONCLUSAO DE CURSO;Complementar
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102305;ZOOLOGIA DOS INVERTEBRADOS I;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102308;ZOOLOGIA DOS INVERTEBRADOS II;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102301;ZOOLOGIA DOS VERTEBRADOS I;Obrigatoria
21201110;CIÊNCIAS BIOLÓGICAS (LIC) - M;2011;2102328;ZOOLOGIA DOS VERTEBRADOS II;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105019;ANATOMIA ANIMAL COMPARADA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105071;ATIVIDADES COMPLEMENTARES FLEXIVEIS;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105021;BIOESTATISTICA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105023;BIOFÍSICA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105078;BIOINFORMÁTICA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105017;BIOL. E SIST.DE ALGAS BRIOF.E PTERIDOF.;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105008;BIOLOGIA CELULAR E MOLECULAR;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105029;BIOLOGIA E SISTEM DE PLANTAS FANEROGAMAS;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105039;BIOLOGIA E SISTEMÁTICA DE CORDADOS;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105024;BIOLOGIA E SISTEMÁTICA DE INVERTEBRADOS;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105025;BIOQUÍMICA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105083;BOTANICA ECONOMICA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105016;DIDATICA PARA O ENSINO DE CIENC. E BIOL.;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105091;ECOLOGIA DAS INTER ENTRE INSET E PLANTAS;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105027;ECOLOGIA DE POPULACOES E COMUNIDADES;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105018;ECOLOGIA GERAL;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;1305254;ENADE/INGRESSANTE;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105081;ENTOMOLOGIA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105040;ESTAGIO SUPERVISIONADO I;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105050;ESTAGIO SUPERVISIONADO II;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105061;ESTAGIO SUPERVISIONADO III;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105069;ESTAGIO SUPERVISIONADO IV;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105026;ESTRUTURA E FUNC DO ENS FUND E MEDIO;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105101;ETNOBOTANICA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105002;EVOLUCAO;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105006;FÍSICA PARA CIÊNCIAS BIOLÓGICAS;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105049;FISIOLOGIA ANIMAL COMPARADA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4102159;FISIOLOGIA VEGETAL;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105005;FLORA LOCAL;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105009;FUNDAMENTOS DE GEOLOGIA E PEDOLOGIA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105020;GENETICA BASICA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105048;GENETICA DO PROC EVOL E DA CONSERV BIOLO;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105022;GENETICA MOLECULAR;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105082;HERPETOLOGIA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105028;HIST E EMB ANIM.COM ENF NOS VERTEBRADOS;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105001;",HISTÓRIA,, FILOSOFIA E METOD. DA CIÊNCIA,";Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105102;ICTIOLOGIA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105060;IMUNOLOGIA;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105052;INSTRUMENTACAO PARA O ENS DE BIOLOGIA;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105038;INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105100;LINGUA BRASILEIRA DE SINAIS;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105012;MATEMÁTICA APLICADA À BIOLOGIA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105011;MEIO AMBIENTE FÍSICO E ECOSSISTEMAS;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105037;METODOL E PRAT DO ENS DE CIEN E BIOLOGIA;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105013;MICROBIOLOGIA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105079;MICROBIOLOGIA CLÍNICA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105014;MORFOLOGIA E ANATOMIA VEGETAL;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105080;ORNITOLOGIA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105030;PALEONT. PALEOECOLOGIA E HIST DA TERRA;Obrigatoria
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105051;PARASITOLOGIA;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105090;PEDAGOGIA DE PROJETOS;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4102088;PRATICA DESPORTIVA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105068;PROGRAMA DE SAUDE;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105103;PROJETO DE PESQUISA;Optativa
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105007;PSICOLOGIA DA EDUCAÇÃO;Complementar
41201210;CIÊNCIAS BIOLÓGICAS (LIC) - N;2006;4105015;QUÍMICA GERAL E ORGÂNICA;Complementar
