COD_CURSO;CURSO;CURRICULO;COD_DISCIPLINA;DISCIPLINA;TIPO
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102030;CARTOGRAFIA II;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102158;CONSERV REC NAT POL AMBIENTAL;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103002;DIDATICA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103012;EDUCAÇÃO FÍSICA;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103003;ESTRUTURA FUNC DO ENSINO 1º E 2º GRAUS;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102035;FILOSOFIA GERAL;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102177;GEOGRAFIA DA PARAIBA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102023;GEOGRAFIA DO BRASIL I;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102024;GEOGRAFIA DO BRASIL II;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102025;GEOGRAFIA DO BRASIL III;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102016;GEOGRAFIA FÍSICA I;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102017;GEOGRAFIA FÍSICA II;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102018;GEOGRAFIA FÍSICA III;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102019;GEOGRAFIA FÍSICA IV;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102020;GEOGRAFIA HUMANA I;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102021;GEOGRAFIA HUMANA II;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102022;GEOGRAFIA HUMANA III;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102026;GEOGRAFIA REGIONAL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102157;GEOLOGIA GERAL;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102010;HISTÓRIA DO BRASIL I;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102011;HISTÓRIA DO BRASIL II;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102156;INTRODUCAO A GEOGRAFIA;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103037;LINGUA ESTRANGEIRA I;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103152;LINGUA ESTRANGEIRA II;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103013;LINGUA PORTUGUESA I;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103150;LINGUA PORTUGUESA II;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102039;METODOLOGIA DAS CIÊNCIAS;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102054;MINERALOGIA I;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102055;MINERALOGIA II;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102161;ORG REGION DO ESPACO TERRESTRE;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103008;PRATICA DE ENSINO EM GEOGRAFIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2103001;PSICOLOGIA EDUCACIONAL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102040;PSICOLOGIA GERAL;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102036;SOCIOLOGIA I;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102037;SOCIOLOGIA II;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102063;SOCIOLOGIA RURAL;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;1979;2102034;TEORIA GERAL DO ESTADO;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101036;ASPECTOS GEOAMB DO SEMI-ARIDO NORDESTINO;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101035;ATIV COMP DE NAT ACAD-CIENT-CULTURAIS;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101040;AVALIAÇÃO DA APRENDIZAGEM;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101013;BIOGEOGRAFIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101021;CARTOGRAFIA GERAL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101006;CLIMATOLOGIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2103002;DIDATICA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101003;EDUCAÇÃO AMBIENTAL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101037;EDUCAÇÃO DE JOVENS E ADULTOS;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;1305253;ENADE/CONCLUINTE;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;1305254;ENADE/INGRESSANTE;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101030;ESTAG CURRICULAR SUPERV EM GEOGRAFIA I;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101031;ESTAG CURRICULAR SUPERV EM GEOGRAFIA II;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101032;ESTAG CURRICULAR SUPERV EM GEOGRAFIA III;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101033;ESTAG CURRICULAR SUPERV EM GEOGRAFIA IV;Complementar
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2103217;ESTRUTURA E FUNCIONAMENTO DO ENS BASICO;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101005;EVOLUCAO DO PENSAMENTO GEOGRAFICO;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101038;GEOECOLOGIA;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101012;GEOGRAFIA AGRARIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101019;GEOGRAFIA DA PARAIBA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101008;GEOGRAFIA DA POPULACAO;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101018;GEOGRAFIA DO ESPACO MUNDIAL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101020;GEOGRAFIA DO TURISMO;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101007;GEOGRAFIA ECONOMICA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101015;GEOGRAFIA FÍSICA DO BRASIL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101039;GEOGRAFIA POLITICA;Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101016;GEOGRAFIA REGIONAL DO BRASIL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101011;GEOGRAFIA URBANA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101017;GEOHIDROLOGIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101009;GEOLOGIA GERAL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101010;GEOMORFOLOGIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101001;INTRODUÇÃO À FILOSOFIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101000;INTRODUCAO A SOCIOLOGIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101022;INTRODUCAO AO GEOPROCESSAMENTO;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2104006;LINGUA BRASILEIRA DE SINAIS I - LIBRAS I;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2104007;LINGUA BRASILEIRA DE SINAIS II-LIBRAS II;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2104004;LINGUA ESTRANGEIRA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2104005;LINGUA PORTUGUESA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101023;METODOLOGIA CIENTÍFICA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101014;PEDOLOGIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101028;PRAT DE ENS EM GEOG REGIONAL DO BRASIL;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101024;PRATICA DE ENSINO EM CARTOGRAFIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101025;PRÁTICA DE ENSINO EM GEOGRAFIA FÍSICA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101026;PRATICA DE ENSINO EM GEOGRAFIA HUMANA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101029;PROJETO DE PESQUISA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2103216;PSIC DO DES E DA APREND NA ADOLESCENCIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2103215;PSICOLOGIA DA EDUCAÇÃO;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101041;TEG (PROBLEMAS CONTEMPORANEOS);Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101110;TEG(GEOGRAFIA E CINEMA);Optativa
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101027;TEORIA E METODO DA GEOGRAFIA;Obrigatoria
21316110;GEOGRAFIA (LICENCIATURA) - M;2008;2101034;TRABALHO DE CONCLUSAO DE CURSO - TCC;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102041;ANTROPOLOGIA CULTURAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102027;BIOGEOGRAFIA I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102028;BIOGEOGRAFIA II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102029;CARTOGRAFIA I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102030;CARTOGRAFIA II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102158;CONSERV REC NAT POL AMBIENTAL;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103002;DIDATICA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103012;EDUCAÇÃO FÍSICA;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103003;ESTRUTURA FUNC DO ENSINO 1º E 2º GRAUS;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102035;FILOSOFIA GERAL;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102177;GEOGRAFIA DA PARAIBA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102023;GEOGRAFIA DO BRASIL I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102024;GEOGRAFIA DO BRASIL II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102025;GEOGRAFIA DO BRASIL III;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102016;GEOGRAFIA FÍSICA I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102017;GEOGRAFIA FÍSICA II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102018;GEOGRAFIA FÍSICA III;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102019;GEOGRAFIA FÍSICA IV;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102020;GEOGRAFIA HUMANA I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102021;GEOGRAFIA HUMANA II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102022;GEOGRAFIA HUMANA III;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102026;GEOGRAFIA REGIONAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102157;GEOLOGIA GERAL;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102010;HISTÓRIA DO BRASIL I;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102011;HISTÓRIA DO BRASIL II;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102156;INTRODUCAO A GEOGRAFIA;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103037;LINGUA ESTRANGEIRA I;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103152;LINGUA ESTRANGEIRA II;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103013;LINGUA PORTUGUESA I;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103150;LINGUA PORTUGUESA II;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102039;METODOLOGIA DAS CIÊNCIAS;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102054;MINERALOGIA I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102055;MINERALOGIA II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102161;ORG REGION DO ESPACO TERRESTRE;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103008;PRATICA DE ENSINO EM GEOGRAFIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103001;PSICOLOGIA EDUCACIONAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102040;PSICOLOGIA GERAL;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102036;SOCIOLOGIA I;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102037;SOCIOLOGIA II;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102063;SOCIOLOGIA RURAL;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2103168;TEG (COMPL PRATICA ENS EM GEOGRAFIA);Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2101110;TEG(GEOGRAFIA E CINEMA);Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;1979;2102034;TEORIA GERAL DO ESTADO;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101036;ASPECTOS GEOAMB DO SEMI-ARIDO NORDESTINO;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101035;ATIV COMP DE NAT ACAD-CIENT-CULTURAIS;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101040;AVALIAÇÃO DA APRENDIZAGEM;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101013;BIOGEOGRAFIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101021;CARTOGRAFIA GERAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101006;CLIMATOLOGIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2103002;DIDATICA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101003;EDUCAÇÃO AMBIENTAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101037;EDUCAÇÃO DE JOVENS E ADULTOS;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;1305253;ENADE/CONCLUINTE;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;1305254;ENADE/INGRESSANTE;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101030;ESTAG CURRICULAR SUPERV EM GEOGRAFIA I;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101031;ESTAG CURRICULAR SUPERV EM GEOGRAFIA II;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101032;ESTAG CURRICULAR SUPERV EM GEOGRAFIA III;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101033;ESTAG CURRICULAR SUPERV EM GEOGRAFIA IV;Complementar
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2103217;ESTRUTURA E FUNCIONAMENTO DO ENS BASICO;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101005;EVOLUCAO DO PENSAMENTO GEOGRAFICO;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101038;GEOECOLOGIA;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101012;GEOGRAFIA AGRARIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101019;GEOGRAFIA DA PARAIBA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101008;GEOGRAFIA DA POPULACAO;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101018;GEOGRAFIA DO ESPACO MUNDIAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101020;GEOGRAFIA DO TURISMO;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101007;GEOGRAFIA ECONOMICA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101015;GEOGRAFIA FÍSICA DO BRASIL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101039;GEOGRAFIA POLITICA;Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101016;GEOGRAFIA REGIONAL DO BRASIL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101011;GEOGRAFIA URBANA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101017;GEOHIDROLOGIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101009;GEOLOGIA GERAL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101010;GEOMORFOLOGIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101001;INTRODUÇÃO À FILOSOFIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101000;INTRODUCAO A SOCIOLOGIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101022;INTRODUCAO AO GEOPROCESSAMENTO;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2104006;LINGUA BRASILEIRA DE SINAIS I - LIBRAS I;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2104007;LINGUA BRASILEIRA DE SINAIS II-LIBRAS II;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2104004;LINGUA ESTRANGEIRA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2104005;LINGUA PORTUGUESA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101023;METODOLOGIA CIENTÍFICA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101014;PEDOLOGIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101028;PRAT DE ENS EM GEOG REGIONAL DO BRASIL;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101024;PRATICA DE ENSINO EM CARTOGRAFIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101025;PRÁTICA DE ENSINO EM GEOGRAFIA FÍSICA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101026;PRATICA DE ENSINO EM GEOGRAFIA HUMANA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101029;PROJETO DE PESQUISA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2103216;PSIC DO DES E DA APREND NA ADOLESCENCIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2103215;PSICOLOGIA DA EDUCAÇÃO;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101041;TEG (PROBLEMAS CONTEMPORANEOS);Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101110;TEG(GEOGRAFIA E CINEMA);Optativa
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101027;TEORIA E METODO DA GEOGRAFIA;Obrigatoria
21316210;GEOGRAFIA (LICENCIATURA) - N;2008;2101034;TRABALHO DE CONCLUSAO DE CURSO - TCC;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1304027;ATLETISMO - MASC;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304025;BASQUETEBOL - FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304129;BASQUETEBOL - FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304013;BASQUETEBOL - MASC;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304130;BASQUETEBOL - MASC;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306036;CIVILIZAÇÃO IBÉRICA;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1305107;CULTURA BRASILEIRA;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1303012;ECONOMIA BRASILEIRA;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1303015;ECONOMIA REGIONAL;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304009;EDUCAÇÃO FÍSICA;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306037;ELABORAÇÃO DE MONOGRAFIA;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1305188;ESTRUT CLASSES E ESTRAT SOCIAL;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1307009;FRANCES;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1304172;FUTEBOL MASCULINO;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304055;FUTSAL;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304123;FUTSAL - FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1308001;GEOGRAFIA ECONOMICA;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1308046;GEOGRAFIA HUMANA;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1308020;GEOGRAFIA REGIONAL DO BRASIL;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304022;GINASTICA - FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304124;GINASTICA - FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304010;GINASTICA - MASC;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304125;GINASTICA - MASC;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304126;GINASTICA - MASC / FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304026;HANDEBOL - FEM;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304014;HANDEBOL - MASC;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306032;HIST DA AGRICULTURA BRASILEIRA;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306029;HIST DO PENS POL E SOC  GERAL;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1306030;HIST DO PENS POL E SOC BRASIL;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1306031;HIST DOS MOV SOCIAIS NO BRASIL;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306003;HISTÓRIA ANTIGA OCIDENTAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306002;HISTÓRIA ANTIGA ORIENTAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306008;HISTÓRIA CONTEMPORÂNEA I;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306009;HISTÓRIA CONTEMPORÂNEA II;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306010;HISTÓRIA CONTEMPORÂNEA III;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306015;HISTÓRIA DA AMÉRICA I;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306016;HISTÓRIA DA AMÉRICA II;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306017;HISTÓRIA DA AMÉRICA III;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306053;HISTÓRIA DA ARTE;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306042;HISTÓRIA DA ARTE NO BRASIL;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1304006;HISTÓRIA DA EDUCAÇÃO I (GERAL);Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306025;HISTÓRIA DA PARAÍBA I;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306026;HISTÓRIA DA PARAÍBA II;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1105040;HISTÓRIA DA TECNOLOGIA I;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1105041;HISTÓRIA DA TECNOLOGIA II;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1303074;HISTÓRIA DAS IDEIAS ECONÔMICAS;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1306039;HISTÓRIA DE CAMPINA GRANDE;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1306011;HISTÓRIA DO BRASIL I;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306012;HISTÓRIA DO BRASIL II;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306013;HISTÓRIA DO BRASIL III;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306014;HISTÓRIA DO BRASIL IV;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306024;HISTÓRIA DO NORDESTE;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306028;HISTÓRIA ECONÔMICA DO BRASIL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306027;HISTÓRIA ECONÔMICA GERAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306005;HISTÓRIA MEDIEVAL OCIDENTAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306004;HISTÓRIA MEDIEVAL ORIENTAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306007;HISTÓRIA MODERNA OCIDENTAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306006;HISTÓRIA MODERNA ORIENTAL;Obrigatoria
13309150;HISTÓRIA (BAC) - D;1986;1306020;HISTORIOGRAFIA BRASILEIRA;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1307011;INGLES;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1305001;INTRODUCAO A ANTROPOLOGIA;Optativa
13309150;HISTÓRIA (BAC) - D;1986;1303036;INTRODUCAO A ECONOMIA POLITICA;Complementar
13309150;HISTÓRIA (BAC) - D;1986;1305184;INTRODUCAO A POLITICA;Optativa
