COD_CURSO;CURSO;COD_CURRICULO;COD_DISCIPLINA;DISCIPLINA;TIPO;CH;CRED
11104100;DESENHO INDUSTRIAL - D;2001;1304009;EDUCA??O F?SICA;Optativa;;
11104120;DESIGN - D;2001;1307009;FRANCES;Optativa;;
11104120;DESIGN - D;2001;1307011;INGLES;Optativa;;
11104120;DESIGN - D;2001;1304117;GINASTICA MASC/FEM;Optativa;;
11104120;DESIGN - D;2001;1307045;LINGUA PORTUGUESA;Optativa;;
11104120;DESIGN - D;2001;1304123;FUTSAL - FEM;Optativa;;
11104120;DESIGN - D;2001;1304059;FUTEBOL DE CAMPO;Optativa;;
11104120;DESIGN - D;2001;1304009;EDUCA??O F?SICA;Optativa;;
11104120;DESIGN - D;2001;1304013;BASQUETEBOL - MASC;Optativa;;
11104120;DESIGN - D;2001;1305190;SOCIOLOGIA DO CONSUMO;Complementar;;
11104120;DESIGN - D;2001;1304027;ATLETISMO - MASC;Optativa;;
11104120;DESIGN - D;2001;1304026;HANDEBOL - FEM;Optativa;;
11104120;DESIGN - D;2001;1304025;BASQUETEBOL - FEM;Optativa;;
11104120;DESIGN - D;2001;1304024;VOLEIBOL - MAS/FEM;Optativa;;
11104120;DESIGN - D;2001;1304022;GINASTICA - FEM;Optativa;;
11104120;DESIGN - D;2001;1304012;VOLEIBOL - MASC/FEM;Optativa;;
11104120;DESIGN - D;2001;1304060;JUDO - FEM;Optativa;;
11104120;DESIGN - D;2001;1112204;SDI(DI:INDUSTRIA CULTURAL E CONSUMO);Optativa;;
11104120;DESIGN - D;2001;1112211;SDI (SISTEMAS ESTRUTURAIS );Complementar;;
11104120;DESIGN - D;2001;1112210;SDI (DESENHO A MAO LIVRE);Complementar;;
11104120;DESIGN - D;2001;1112209;SDI (RENDERING DIGITAL);Complementar;;
11104120;DESIGN - D;2001;1112208;SDI(INTROD AO DESIGN DE INTERFACE NA WEB;Complementar;;
11104120;DESIGN - D;2001;1112207;SDI (DESIGN DE VESTUARIO);Complementar;;
11104120;DESIGN - D;2001;1112206;SDI (MATERIAIS EXPRESSIVOS & DESIGN);Complementar;;
11104120;DESIGN - D;2001;1105225;HIGIENE E SEGURANCA TRABALHO;Complementar;;
11104120;DESIGN - D;2001;1105222;DESENHO DE M?QUINAS;Complementar;;
11104120;DESIGN - D;2001;1112212;SDI (SISTEM?TICA DO TCC/DESIGN);Complementar;;
11104120;DESIGN - D;2001;1112202;PERCEPCAO DA FORMA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112201;ESTETICA APLICADA AO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112200;TRATAMENTO DE IMAGEM DIGITALIZADA;Complementar;;
11104120;DESIGN - D;2001;1112199;",""TED(DES INDUSTRIAL,, DESENV. E SUSTENTAB)"",";Complementar;;
11104120;DESIGN - D;2001;1112198;TIPOGRAFIA CRIATIVA;Complementar;;
11104120;DESIGN - D;2001;1112197;SEMINARIO DE DESIGN INDUSTRIAL - SDI;Complementar;;
11104120;DESIGN - D;2001;1112196;PROJETO PROFISSIONAL;Complementar;;
11104120;DESIGN - D;2001;1112195;PROJETO EXPERIMENTAL;Complementar;;
11104120;DESIGN - D;2001;1112132;ESTAGIO SUP II - DESIGN & TECNOLOGIA;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112131;ESTAGIO SUP I - DESIGN VERNACULAR;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112130;ERGONOMIA & DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112129;ECOLOGIA APLICADA AO DESIGN;Obrigat?ia;30;2
11104120;DESIGN - D;2001;1112214;SDI (HIST?RIA DO VESTU?RIO OCIDENTAL);Complementar;;
11104120;DESIGN - D;2001;1112213;SDI(DESIGN URBANO);Complementar;;
11104120;DESIGN - D;2001;1113013;DESENHO T?CNICO E PERSPECTIVA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1113008;GEOMETRIA DESCRITIVA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1113001;DESENHO GEOMETRICO;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112194;OFICINA GRAFICA;Complementar;;
11104120;DESIGN - D;2001;1112193;OFICINA DE MOCK-UP;Complementar;;
11104120;DESIGN - D;2001;1112192;OFICINA DE MARMORIZACAO;Complementar;;
11104120;DESIGN - D;2001;1112191;OFICINA DE ENCADERNACAO;Complementar;;
11104120;DESIGN - D;2001;1112190;MATERIAIS E PROCESSOS GRAFICOS;Complementar;;
11104120;DESIGN - D;2001;1112189;INTRODUCAO AO TCC/DESIGN;Complementar;;
11104120;DESIGN - D;2001;1112188;INTRODUCAO A PROGRAMACAO VISUAL;Complementar;;
11104120;DESIGN - D;2001;1112187;INTRODU??O ? AN?LISE DA IMAGEM;Complementar;;
11104120;DESIGN - D;2001;1112186;ESTAGIO INTEGRADO;Complementar;;
11104120;DESIGN - D;2001;1112185;ENCADERNA??O;Complementar;;
11104120;DESIGN - D;2001;1112184;DESIGN DE INTERIORES;Complementar;;
11104120;DESIGN - D;2001;1112183;DESIGN - DA IDEIA AO MERCADO;Complementar;;
11104120;DESIGN - D;2001;1112182;DESENHO RAPIDO - CROQUIS;Complementar;;
11104120;DESIGN - D;2001;1112181;COR APLICADA AO DESIGN DE PRODUTO;Complementar;;
11104120;DESIGN - D;2001;1112180;COR APLICADA AO DESIGN DE INTERIORES;Complementar;;
11104120;DESIGN - D;2001;1112205;SDI(SISTEMA CAE/CAD/CAM APL DES INDUST);Complementar;;
11104120;DESIGN - D;2001;1112140;HIST?RIA DA ARTE;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1108094;F?SICA APLICADA AO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112139;EXPRESSAO TRIDIMENSIONAL I;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112138;ESTAGIO SUP VIII - DESIGN NA EMPRESA;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112137;ESTAGIO SUP VII - ECO DESIGN;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112136;ESTAGIO SUP VI - DESIGN & MERCADO;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112135;ESTAGIO SUP V - DESIGN & USABILIDADE;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112134;ESTAGIO SUP IV-FORMA E FUNCAO EM DESIGN;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112133;ESTAGIO SUP III - DESIGN ENTORNO LOCAL;Obrigat?ia;50;3
11104120;DESIGN - D;2001;1112216;SDI(DESIGN NO CONTEXTO DE MERCADO);Complementar;;
11104120;DESIGN - D;2001;1112215;ATIVIDADE DE COMPLEMENTA??O ACAD?MICA;Complementar;;
11104120;DESIGN - D;2001;1112179;AN?LISE ERG?NOMICA;Complementar;;
11104120;DESIGN - D;2001;1112217;SDI (DESIGN URBANO II);Complementar;;
11104120;DESIGN - D;2001;1112178;DESIGN AMBIENTAL;Complementar;;
11104120;DESIGN - D;2001;1112177;T?CNICAS DE ILUSTRA??O;Optativa;;
11104120;DESIGN - D;2001;1307157;LINGUA ESTRANGEIRA / ESPANHOL;Optativa;;
11104120;DESIGN - D;2001;1112176;INTRODUCAO AO DESIGN DE MODAS;Optativa;;
11104120;DESIGN - D;2001;1112175;INTRODUCAO AO DESIGN DE EMBALAGENS;Optativa;;
11104120;DESIGN - D;2001;1112174;INTRODUCAO A BIONICA;Optativa;;
11104120;DESIGN - D;2001;1112173;FOTOGRAFIA DO PRODUTO;Optativa;;
11104120;DESIGN - D;2001;1112172;EMPREENDEDORISMO;Optativa;60;4
11104120;DESIGN - D;2001;1112171;DESIGN PESSOAS NECESSIDADES ESPECIAIS;Optativa;;
11104120;DESIGN - D;2001;1112170;DESIGN DE MODA;Optativa;;
11104120;DESIGN - D;2001;1112169;DESIGN DE MOBILIARIO;Optativa;;
11104120;DESIGN - D;2001;1112168;DESIGN DE EMBALAGENS;Optativa;;
11104120;DESIGN - D;2001;1112167;DESIGN & INOVA??O TECNOL?GICA;Optativa;;
11104120;DESIGN - D;2001;1112166;TRABALHO DE CONCLUSAO DE CURSO;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112165;T?CNICAS DE APRESENTA??O DE PROJETOS;Obrigat?ia;30;2
11104120;DESIGN - D;2001;1112164;SEMINARIO DE DIREITOS HUMANOS;Optativa;;
11104120;DESIGN - D;2001;1112163;MARKETING & GERENCIAMENTO EM DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112162;LEGISLACAO E NORMAS;Obrigat?ia;30;2
11104120;DESIGN - D;2001;1112161;LAYOUT DA PRODUCAO;Obrigat?ia;30;2
11104120;DESIGN - D;2001;1112160;METODOLOGIA CIENT?FICA II;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112159;METODOLOGIA CIENT?FICA I;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1105326;GEOMETRIA DESCRITIVA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112158;FOTOGRAFIA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112157;EXPRESSAO TRIDIMENSIONAL II;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1114120;ESTATISTICA APLICADA AO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1105325;DESENHO T?CNICO E PERSPECTIVA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1105324;DESENHO GEOMETRICO;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112156;DESENHO DE OBSERVA??O;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112155;CRIATIVIDADE;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112154;COMPUTA??O APLICADA AO DESIGN;Obrigat?ia;60;45
11104120;DESIGN - D;2001;1112153;TEORIA E PRATICA DA COR;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1106069;TEORIA DOS MATERIAIS;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112152;TEORIA DA COMUNICACAO;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112151;T?CNICAS DE REPRESENTA??O BIDIMENSIONAL;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112150;SISTEMAS FUNCIONAIS;Obrigat?ia;30;2
11104120;DESIGN - D;2001;1112149;PROJETO DE PRODUTO III;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112148;PROJETO DE PRODUTO II;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112147;PROJETO DE PRODUTO I;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1105323;PROCESSOS DE FABRICA??O;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112146;NOCOES DE SOCIOLOGIA E ANTROPOLOGIA;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1303085;NOCOES DE ECONOMIA APLIC AO DESIGN;Obrigat?ia;30;2
11104120;DESIGN - D;2001;1112145;MODELOS TRIDIMENSIONAIS;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112144;METODOLOGIA VISUAL BI E TRIDIMENSIONAL;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112143;METODOLOGIA PARA PROJETO;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1109119;MATEM?TICA APLICADA AO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112142;IMAGEM & TEXTO;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1112141;HIST?RIA DO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2001;1105013;PROG E CONTROLE DA PRODUCAO;Complementar;;
11104120;DESIGN - D;2001;1105012;ESTUDO DE TEMPOS E MOVIMENTOS;Complementar;;
11104120;DESIGN - D;2001;1105127;SIST. CAD/CAE/CAM-APLIC. P.MEC;Complementar;;
11104120;DESIGN - D;2001;1304055;FUTSAL;Optativa;;
11104120;DESIGN - D;2001;1304122;BASQUETE   MASC/FEM;Optativa;;
11104120;DESIGN - D;2013;1112166;TRABALHO DE CONCLUSAO DE CURSO;Obrigat?ia;75;
11104120;DESIGN - D;2013;1112251;TEORIAS DO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112253;PROJETO DE TCC;Obrigat?ia;30;2
11104120;DESIGN - D;2013;1112250;DESENHO AVANCADO;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112249;PROJETO VI;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112222;MATERIAIS E PROCESSOS DE FABRICACAO I;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112221;EXPRESSAO TRIDIMENSIONAL I;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112220;HISTORIA DA ARTE E DO DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112219;DESENHO I;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112218;PROJETO I;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112263;GESTAO INTEGRADA DO DESIGN;Optativa;60;4
11104120;DESIGN - D;2013;1112264;ATIVIDADES ComplementarES FLEXIVEIS;Complementar;120;8
11104120;DESIGN - D;2013;1112262;MARKETING APLICADO AO DESIGN;Optativa;60;4
11104120;DESIGN - D;2013;1112261;DESIGN ESTRATEGICO;Optativa;60;4
11104120;DESIGN - D;2013;1112231;COMPUTACAO GRAFICA;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112230;PROJETO III;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112229;REGISTRO E ANALISE DA IMAGEM;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112228;MATERIAIS E PROCESSOS DE FABRICACAO II;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112227;EXPRESSAO TRIDIMENSIONAL II;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112226;HISTORIA DO DESIGN INDUSTRIAL;Obrigat?ia;30;2
11104120;DESIGN - D;2013;1112225;DESENHO II;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112224;PROJETO II;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112223;T?CNICAS DE APRESENTA??O DE PROJETO I;Obrigat?ia;30;2
11104120;DESIGN - D;2013;1112248;INOVACAO EM DESIGN;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112247;INTERA??O USUARIO-PRODUTO;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112246;SEMIOTICA E SEMANTICA DO PRODUTO;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112245;ESTETICA;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112244;DESENHO ASSISTIDO POR COMPUTADOR II;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112243;PROJETO V;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112242;METODOLOGIA CIENTIFICA;Obrigat?ia;30;2
11104120;DESIGN - D;2013;1112241;ERGONOMIA;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112240;INTRODUCAO A SOCIOLOGIA E A ANTROPOLOGIA;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112239;METODOLOGIA VISUAL;Obrigat?ia;90;6
11104120;DESIGN - D;2013;1112238;DESENHO ASSISTIDO POR COMPUTADOR I;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112237;PROJETO IV;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112236;T?CNICAS DE APRESENTA??O DE PROJETO II;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112235;METODOLOGIA DE PROJETO;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112234;MODELOS TRIDIMENSIONAIS;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112233;TEORIA E PRATICA DA COR;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112232;ANALISE DA FORMA;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112260;DESIGN URBANO II;Optativa;60;4
11104120;DESIGN - D;2013;1112259;DESIGN URBANO I;Optativa;60;4
11104120;DESIGN - D;2013;1112258;SEMANTICA E DESIGN;Optativa;60;4
11104120;DESIGN - D;2013;1112257;DESIGN E EMOCAO;Optativa;60;4
11104120;DESIGN - D;2013;1112256;DESIGN E DESENVOLVIMENTO;Optativa;60;4
11104120;DESIGN - D;2013;1112255;DESIGN E ECOLOGIA;Optativa;60;4
11104120;DESIGN - D;2013;1112254;TRABALHO DE CONCLUSAO DE CURSO;Obrigat?ia;120;8
11104120;DESIGN - D;2013;1305411;CULTURA MATERIAL;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112252;EMPREENDEDORISMO;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1113057;DESENHO T?CNICO;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1112173;FOTOGRAFIA DO PRODUTO;Obrigat?ia;60;
11104120;DESIGN - D;2013;1113019;EXPRESSAO GRAFICA;Obrigat?ia;60;4
11104120;DESIGN - D;2013;1304207;LIBRAS;Optativa;60;4
11105110;F?SICA (LIC) - D;1995;1108121;INTRODUCAO A FISICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1304004;DIDATICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108056;TERMODINAMICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108030;F?SICA GERAL I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1307332;LIBRAS;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108121;INTRODUCAO A FISICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108118;TRABALHO DE CONCLUSAO DE CURSO;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108117;ESTAGIO SUPERV. EM ENSINO DA FISICA III;Complementar;150;10
11105110;F?SICA (LIC) - D;2009;1108119;TEF(FISICA CONTEMPORANEA);Optativa;60;4
11105110;F?SICA (LIC) - D;2009;1108111;EST?GIO SUPERV. EM ENSINO DA F?SICA I;Complementar;120;8
11105110;F?SICA (LIC) - D;2009;1108107;F?SICA MODERNA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108115;INSTRUMENTA??O PARA O ENSINO DA F?SICA B;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108114;PROJETO EDUCACIONAL B;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108113;ESTAGIO SUPERV. EM ENSINO DA FISICA II;Complementar;135;9
11105110;F?SICA (LIC) - D;2009;1108110;METODOLOGIA E PR?T DO ENSINO DE F?SICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108108;F?SICA MATEM?TICA I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108112;MECANICA QUANTICA I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108106;INSTRUMENTA??O PARA O ENSINO DA F?SICA A;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108105;F?SICA GERAL IV;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108104;PROJETO EDUCACIONAL A;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108103;PRAT. DE ENS. DA F?SICA NA EDUC. BASICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108102;T?PICOS DE HIST?RIA E ENSINO DA F?SICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1304295;PSICOLOGIA EDUCACIONAL;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1304293;POLITICA EDUCACIONAL NO BRASIL;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108101;F?SICA EXPERIMENTAL II;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108100;F?SICA GERAL III;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1109134;CALCULO AVANCADO;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1307178;FRANCES;Optativa;60;4
11105110;F?SICA (LIC) - D;2009;1109131;CALCULO DIFERENCIAL E INTEGRAL II;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108081;F?SICA GERAL II;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1109128;CALCULO DIFERENCIAL E INTEGRAL III;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1107232;QU?MICA GERAL;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1109126;CALCULO DIFERENCIAL E INTEGRAL I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1109049;ALGEBRA LINEAR I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1109010;EQUACOES DIFERENCIAIS LINEARES;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1107004;QU?MICA ORG?NICA I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1411001;INTRODU??O ? CI?NCIA DA COMPUTA??O;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108050;?TICA F?SICA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1503070;CI?NCIAS DO AMBIENTE;Optativa;;
11105110;F?SICA (LIC) - D;2009;1108040;ELETROMAGNETISMO I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108038;MEC?NICA CL?SSICA I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1307150;INGL?S;Optativa;60;4
11105110;F?SICA (LIC) - D;2009;1108023;F?SICA EXPERIMENTAL I;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1108055;LABORAT?RIO DE F?SICA MODERNA;Obrigat?ia;60;4
11105110;F?SICA (LIC) - D;2009;1303021;ECONOMIA;Optativa;60;4
11105110;F?SICA (LIC) - D;2009;1501035;ELEM. DE ASTRONOMIA E CARTOGRAFIA;Optativa;60;4
11105110;F?SICA (LIC) - D;2009;1304025;BASQUETEBOL - FEM;Optativa;;
11105150;F?SICA (BAC) - D;1995;1307009;FRANCES;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1307011;INGLES;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1307045;LINGUA PORTUGUESA;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1501005;METEOROLOGIA F?SICA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501003;METEOROLOGIA BASICA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1502008;BIOLOGIA GERAL;Optativa;;
11105150;F?SICA (BAC) - D;1995;1501041;METEOROLOGIA DINAMICA I;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501040;RADIACAO SOLAR E TERRESTRE;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501039;METEOROLOGIA F?SICA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501038;PROC. DE TRANSF. NA ATMOSFERA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501037;MEC?NICA DOS FLUIDOS;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501036;METEOROLOGIA BASICA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1501035;ELEM. DE ASTRONOMIA E CARTOGRAFIA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1303021;ECONOMIA;Optativa;;
11105150;F?SICA (BAC) - D;1995;1108053;INTRODUCAO A ESPECTROSCOPIA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1108052;ESTADO SOLIDO II;Complementar;;
11105150;F?SICA (BAC) - D;1995;1304025;BASQUETEBOL - FEM;Optativa;;
11105150;F?SICA (BAC) - D;1995;1304013;BASQUETEBOL - MASC;Optativa;;
11105150;F?SICA (BAC) - D;1995;1108025;F?SICA GERAL III;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108024;F?SICA EXPERIMENTAL II;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108023;F?SICA EXPERIMENTAL I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108051;MEC?NICA ESTAT?STICA II;Complementar;;
11105150;F?SICA (BAC) - D;1995;1108062;TEF (SENSORIAMENTO REMOTO);Optativa;;
11105150;F?SICA (BAC) - D;1995;1108060;TEF (RELATIVIDADE RESTRITA);Optativa;;
11105150;F?SICA (BAC) - D;1995;1108056;TERMODINAMICA;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108055;LABORAT?RIO DE F?SICA MODERNA;Optativa;;
11105150;F?SICA (BAC) - D;1995;1108054;T?PICOS ESPECIAIS EM F?SICA;Optativa;;
11105150;F?SICA (BAC) - D;1995;1108050;?TICA F?SICA;Complementar;;
11105150;F?SICA (BAC) - D;1995;1108049;MEC?NICA QU?NTICA II;Complementar;;
11105150;F?SICA (BAC) - D;1995;1108048;ESTRUTURA DA MATERIA;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108047;INTRODU??O ? F?SICA NUCLEAR;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108046;ESTADO SOLIDO I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1503070;CI?NCIAS DO AMBIENTE;Optativa;;
11105150;F?SICA (BAC) - D;1995;1108045;MEC?NICA QU?NTICA I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108044;MEC?NICA ESTAT?STICA I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108043;F?SICA MATEM?TICA II;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1411001;INTRODU??O ? CI?NCIA DA COMPUTA??O;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1411075;CALCULO NUMERICO;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1502085;BIOLOGIA;Optativa;;
11105150;F?SICA (BAC) - D;1995;1108042;F?SICA MATEM?TICA I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108041;ELETROMAGNETISMO II;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108040;ELETROMAGNETISMO I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108039;MEC?NICA CL?SSICA II;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108038;MEC?NICA CL?SSICA I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108037;INTRODU??O ? ?TICA;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108031;F?SICA GERAL II;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108030;F?SICA GERAL I;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1108119;TEF(FISICA CONTEMPORANEA);Optativa;60;4
11105150;F?SICA (BAC) - D;1995;1108093;TEF (INT. ? COMPUT. E INFORM. QU?NTICA);Optativa;;
11105150;F?SICA (BAC) - D;1995;1108092;TEF(MODELAGEM E PROGRAMACAO);Optativa;;
11105150;F?SICA (BAC) - D;1995;1108091;TEF (PROP. ?TICAS E ESTR. DOS MATERIAIS);Optativa;;
11105150;F?SICA (BAC) - D;1995;1108096;TEF (T?PICOS DE MEC?NICA QU?NTICA III);Optativa;;
11105150;F?SICA (BAC) - D;1995;1108097;TEF(TOPICOS EM TEORIA DE CAMPOS );Optativa;;
11105150;F?SICA (BAC) - D;1995;1108095;TEF (GEOF?SICA ESPACIAL);Optativa;;
11105150;F?SICA (BAC) - D;1995;1107131;QU?MICA;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1107150;QU?MICA INORG?NICA;Optativa;;
11105150;F?SICA (BAC) - D;1995;1109053;CALCULO DIFERENCIAL E INTEGRAL II;Obrigat?ia;;
11105150;F?SICA (BAC) - D;1995;1114052;PROBABILIDADE E ESTATISTICA;Obrigat?ia;;
